-0.050859965	0.014296928	-0.038762424	0.055515643	-0.084190905	0.03227118	0.068548135	-0.011318022	-0.080852576	0.029061494	0.010600941	0.00056239736	0.018598687	0.023746088	0.038460817	-0.06384185
-0.1353033	0.119613044	-0.042160273	0.004021575	-0.116740435	0.117669754	0.21233009	0.07994149	-0.16465871	0.10725039	0.10118044	0.01738852	-0.06285916	0.19996744	0.10048257	0.0039007873
-0.21448992	0.119291	-0.10329421	-0.032711446	-0.25039795	0.1660544	0.23119162	0.1134144	-0.2234833	0.2039084	0.1993412	0.015943995	-0.07933357	0.22141302	0.2284626	0.07839089
0.5714489	-0.33120364	-0.034831017	0.2581837	0.60152656	-0.46797854	-0.6553396	-0.4803638	0.62218237	-0.61310124	-0.48841932	-0.26899767	0.41865492	-0.67338157	-0.5194504	-0.22230835
0.049269155	-0.01861235	-0.07392927	0.034673236	0.047925163	-0.0234484	0.004983598	-0.0049201404	0.027941206	-0.023646908	-0.049806528	-0.022278672	0.06951758	-0.007925464	-0.0010229549	-0.02791136
-0.03133409	0.050883386	-0.044581637	-0.061116066	-0.0743024	0.029751334	0.066682786	-4.2617467e-07	-0.037588533	0.016937139	0.09193914	0.01973863	-0.008890143	0.087181725	0.03299038	0.040263448
0.55385524	-0.47009555	-0.35178217	0.23140047	0.5045285	-0.50393987	-0.616333	-0.45315474	0.5705888	-0.524029	-0.4293284	-0.39281204	0.45287845	-0.5394576	-0.48890573	-0.29419398
-0.07867508	0.08768028	0.055227555	-0.06863701	-0.036358103	0.040623613	0.09394823	0.042410668	-0.090134844	0.04161556	0.09592624	0.050883647	-0.03084896	0.06466107	0.03350627	0.033897903
0.4617538	-0.31789088	-0.212114	0.18689702	0.46794608	-0.35070032	-0.49034476	-0.39216363	0.4635123	-0.44679826	-0.31903833	-0.3732999	0.48447096	-0.49353907	-0.42949352	-0.12280285
-0.074977525	0.0054686707	-0.06433442	0.06932185	-0.08529728	0.03525509	0.061426636	-0.02672199	-0.041922074	-0.0032682235	-0.021193484	-0.0021387825	0.019341545	0.05077786	-0.019709326	-0.00110307
